index10,Humidity,Temperature(C),GHI,Hour,Month,Output_power,previous
2020-10-21 20:00:00,85,6,49,7,10,0.8075662023092369,0.733520017570281
2020-10-22 00:00:00,84,6,53,8,10,0.8816123870481926,0.8075662023092369
2020-10-22 04:00:00,83,7,58,8,10,0.9556585717871485,0.8816123870481926
2020-10-22 08:00:00,83,7,63,9,10,1.0297047565261044,0.9556585717871485
2020-10-22 12:00:00,82,8,67,9,10,1.1037509412650601,1.0297047565261044
2020-10-22 16:00:00,82,8,72,10,10,1.177797126004016,1.1037509412650601
2020-10-22 20:00:00,81,9,76,10,10,1.2518433107429714,1.177797126004016
2020-10-23 00:00:00,80,9,81,11,10,1.3258894954819276,1.2518433107429714
2020-10-23 04:00:00,80,10,85,11,10,1.399935680220883,1.3258894954819276
2020-10-23 08:00:00,79,10,90,12,10,1.473981864959839,1.399935680220883
2020-10-23 12:00:00,81,10,51,13,10,1.5467681271962852,1.473981864959839
2020-10-23 16:00:00,85,7,0,17,10,0.16666666666666663,1.5467681271962852
2020-10-23 20:00:00,81,5,0,21,10,0.0,0.16666666666666663
2020-10-24 00:00:00,76,4,0,1,10,0.0,0.0
2020-10-24 04:00:00,83,3,26,5,10,0.0,0.0
2020-10-24 08:00:00,80,6,134,9,10,1.029296875,0.0
2020-10-24 12:00:00,91,8,54,13,10,1.945638020833333,1.029296875
2020-10-24 16:00:00,92,8,0,17,10,0.21256510416666669,1.945638020833333
2020-10-24 20:00:00,95,8,0,21,10,0.0,0.21256510416666669
2020-10-25 00:00:00,96,7,0,1,10,0.0,0.0
2020-10-25 04:00:00,92,8,16,5,10,0.0166015625,0.0
2020-10-25 08:00:00,84,8,113,9,10,1.2708333333333333,0.0166015625
2020-10-25 12:00:00,84,8,44,13,10,1.596028645833333,1.2708333333333333
2020-10-25 16:00:00,92,7,0,17,10,0.0166015625,1.596028645833333
2020-10-25 20:00:00,92,8,0,20,10,0.002206143465909091,0.0166015625
2020-10-26 00:00:00,93,8,0,21,10,0.01954012784090909,0.002206143465909091
2020-10-26 04:00:00,93,8,1,21,10,0.03971058238636364,0.01954012784090909
2020-10-26 08:00:00,93,8,2,20,10,0.059881036931818184,0.03971058238636364
2020-10-26 12:00:00,93,8,3,20,10,0.08005149147727274,0.059881036931818184
2020-10-26 16:00:00,93,8,4,20,10,0.10022194602272728,0.08005149147727274
2020-10-26 20:00:00,93,8,5,19,10,0.12039240056818183,0.10022194602272728
2020-10-27 00:00:00,93,8,6,19,10,0.1405628551136364,0.12039240056818183
2020-10-27 04:00:00,93,8,7,18,10,0.1607333096590909,0.1405628551136364
2020-10-27 08:00:00,93,8,8,18,10,0.18090376420454546,0.1607333096590909
2020-10-27 12:00:00,93,8,10,18,10,0.20107421875,0.18090376420454546
2020-10-27 16:00:00,93,8,11,17,10,0.22124467329545458,0.20107421875
2020-10-27 20:00:00,93,8,12,17,10,0.24141512784090913,0.22124467329545458
2020-10-28 00:00:00,93,8,13,17,10,0.26158558238636365,0.24141512784090913
2020-10-28 04:00:00,93,8,14,16,10,0.28175603693181817,0.26158558238636365
2020-10-28 08:00:00,93,8,15,16,10,0.3019264914772728,0.28175603693181817
2020-10-28 12:00:00,93,8,16,16,10,0.3220969460227273,0.3019264914772728
2020-10-28 16:00:00,93,8,17,15,10,0.34226740056818183,0.3220969460227273
2020-10-28 20:00:00,93,8,18,15,10,0.3624378551136364,0.34226740056818183
2020-10-29 00:00:00,93,8,19,14,10,0.38260830965909093,0.3624378551136364
2020-10-29 04:00:00,93,9,20,14,10,0.4027787642045455,0.38260830965909093
2020-10-29 08:00:00,93,9,21,14,10,0.42294921875000013,0.4027787642045455
2020-10-29 12:00:00,93,9,22,13,10,0.44311967329545454,0.42294921875000013
2020-10-29 16:00:00,93,9,23,13,10,0.46329012784090917,0.44311967329545454
2020-10-29 20:00:00,93,9,24,13,10,0.4834605823863637,0.46329012784090917
2020-10-30 00:00:00,93,9,25,12,10,0.5036310369318182,0.4834605823863637
2020-10-30 04:00:00,93,9,26,12,10,0.5238014914772727,0.5036310369318182
2020-10-30 08:00:00,93,9,27,12,10,0.5439719460227274,0.5238014914772727
2020-10-30 12:00:00,94,8,13,13,10,0.5304361979166667,0.5439719460227274
2020-10-30 16:00:00,96,8,0,17,10,0.0,0.5304361979166667
2020-10-30 20:00:00,96,8,0,21,10,0.0,0.0
2020-10-31 00:00:00,97,7,0,1,10,0.0,0.0
2020-10-31 04:00:00,90,7,29,5,10,0.006184895833333333,0.0
2020-10-31 08:00:00,76,8,205,9,10,2.0582682291666665,0.006184895833333333
2020-10-31 12:00:00,77,8,42,13,10,1.2958984375,2.0582682291666665
2020-10-31 16:00:00,93,5,0,17,10,0.012369791666666666,1.2958984375
2020-10-31 20:00:00,94,5,0,21,10,0.0,0.012369791666666666
2020-11-01 00:00:00,95,6,0,1,11,0.0,0.0
2020-11-01 04:00:00,94,6,4,5,11,0.0,0.0
2020-11-01 08:00:00,91,6,42,9,11,0.4270833333333333,0.0
2020-11-01 12:00:00,88,7,13,13,11,0.44401041666666663,0.4270833333333333
2020-11-01 16:00:00,77,6,0,17,11,0.0,0.44401041666666663
2020-11-01 20:00:00,80,4,0,20,11,0.0,0.0
2020-11-02 00:00:00,81,4,0,21,11,0.0,0.0
2020-11-02 04:00:00,81,4,0,21,11,0.0,0.0
2020-11-02 08:00:00,81,4,0,21,11,0.0,0.0
2020-11-02 12:00:00,82,4,0,21,11,0.0,0.0
2020-11-02 16:00:00,82,4,0,21,11,0.0,0.0
2020-11-02 20:00:00,82,4,0,21,11,0.0,0.0
2020-11-03 00:00:00,82,4,0,21,11,0.0,0.0
2020-11-03 04:00:00,83,4,0,21,11,0.0,0.0
2020-11-03 08:00:00,83,4,0,20,11,0.0,0.0
2020-11-03 12:00:00,83,4,0,20,11,0.0,0.0
2020-11-03 16:00:00,84,3,0,20,11,0.0,0.0
2020-11-03 20:00:00,84,3,0,20,11,0.0,0.0
2020-11-04 00:00:00,84,3,0,20,11,0.0,0.0
2020-11-04 04:00:00,85,3,0,20,11,0.0,0.0
2020-11-04 08:00:00,85,3,0,20,11,0.0,0.0
2020-11-04 12:00:00,85,3,0,20,11,0.0,0.0
2020-11-04 16:00:00,86,3,0,20,11,0.0,0.0
2020-11-04 20:00:00,86,3,0,19,11,0.0,0.0
2020-11-05 00:00:00,86,3,0,19,11,0.0,0.0
2020-11-05 04:00:00,86,3,0,19,11,0.0,0.0
2020-11-05 08:00:00,87,3,0,19,11,0.0,0.0
2020-11-05 12:00:00,87,3,0,19,11,0.0,0.0
2020-11-05 16:00:00,87,3,0,19,11,0.0,0.0
2020-11-05 20:00:00,88,3,0,19,11,0.0,0.0
2020-11-06 00:00:00,88,3,0,19,11,0.0,0.0
2020-11-06 04:00:00,88,3,0,18,11,0.0,0.0
2020-11-06 08:00:00,89,3,0,18,11,0.0,0.0
2020-11-06 12:00:00,89,3,0,18,11,0.0,0.0
2020-11-06 16:00:00,89,3,0,18,11,0.0,0.0
2020-11-06 20:00:00,89,3,0,18,11,0.0,0.0
2020-11-07 00:00:00,90,3,0,18,11,0.0,0.0
2020-11-07 04:00:00,90,3,0,18,11,0.0,0.0
2020-11-07 08:00:00,90,3,0,18,11,0.0,0.0
